province,crop_type,soil_type,season_rainfall_mm,avg_temp_c,soil_moisture_pct,irrigation_mm,fertilizer_kg_ha,pest_pressure_index,farm_size_ha,yield_tons_per_ha
Limpopo,Soybean,Sandy,348.7,25.5,21.3,106.4,224.9,4.48,44.8,2.2
Mpumalanga,Sunflower,Sandy Loam,578.0,22.8,31.1,147.1,121.3,2.4,26.8,2.21
Free State,Sunflower,Loam,296.9,27.5,26.2,57.7,112.9,2.14,16.2,2.05
KwaZulu-Natal,Soybean,Sandy,821.1,21.0,47.3,61.7,122.1,4.12,10.6,3.67
KwaZulu-Natal,Sunflower,Clay,758.6,18.2,46.7,133.4,197.3,6.03,15.9,2.3
KwaZulu-Natal,Wheat,Sandy Loam,551.8,21.2,25.3,71.1,221.1,2.66,15.8,3.59
Mpumalanga,Sunflower,Loam,578.0,23.7,31.1,72.8,262.7,2.03,1.4,2.89
KwaZulu-Natal,Sunflower,Clay,792.8,21.1,36.4,68.8,164.1,1.29,1.0,3.4
KwaZulu-Natal,Soybean,Clay,890.9,25.1,42.2,16.9,214.4,1.76,6.4,4.89
Mpumalanga,Sunflower,Clay,367.6,21.3,17.3,76.9,149.0,5.63,45.7,2.03
North West,Sunflower,Sandy Loam,708.3,31.6,37.0,0.0,149.1,5.51,69.1,2.33
Free State,Maize,Sandy Loam,557.8,18.3,24.0,198.2,137.0,0.44,13.4,7.53
North West,Soybean,Sandy,629.4,22.2,29.2,19.1,178.5,3.29,14.4,2.68
Free State,Sunflower,Clay,480.7,25.2,26.4,113.8,186.7,4.08,5.4,2.61
North West,Sunflower,Sandy Loam,806.8,15.9,46.4,56.4,206.1,5.5,141.6,3.38
North West,Soybean,Clay,399.8,21.0,16.0,0.0,262.1,0.97,16.0,3.38
KwaZulu-Natal,Maize,Sandy Loam,651.8,19.2,34.8,146.5,177.1,3.74,33.2,7.66
Limpopo,Maize,Sandy,490.3,19.9,19.4,0.0,288.6,4.41,1.0,4.96
Mpumalanga,Soybean,Clay,533.0,17.5,25.3,0.0,194.0,4.01,49.5,2.71
KwaZulu-Natal,Wheat,Sandy,702.9,16.8,44.4,37.5,206.5,1.4,12.1,3.96
Free State,Maize,Sandy,316.6,28.5,18.3,0.9,136.5,1.64,26.2,3.34
Free State,Maize,Sandy,395.6,18.8,11.9,199.2,219.7,4.0,33.3,4.85
Limpopo,Sunflower,Sandy,600.4,21.2,29.2,284.0,130.6,1.77,13.2,3.12
Limpopo,Sunflower,Sandy,700.7,19.5,43.5,112.4,225.6,2.01,5.8,3.29
KwaZulu-Natal,Wheat,Clay,834.7,18.7,49.3,0.0,129.9,1.41,34.8,4.56
KwaZulu-Natal,Sunflower,Loam,323.8,18.0,14.0,96.6,178.6,1.54,48.9,2.29
KwaZulu-Natal,Wheat,Loam,615.5,21.2,32.8,28.8,156.3,3.67,1.0,4.15
KwaZulu-Natal,Wheat,Sandy Loam,728.9,17.6,42.7,108.6,223.9,2.43,28.3,4.75
North West,Sunflower,Clay,339.6,25.5,18.3,160.4,176.3,2.58,9.2,2.55
Free State,Sunflower,Sandy Loam,606.8,23.3,34.7,157.8,144.4,2.85,3.0,2.66
Mpumalanga,Wheat,Loam,472.9,21.3,23.9,180.7,234.6,1.01,60.6,4.85
Limpopo,Maize,Loam,334.6,17.4,7.6,201.0,196.9,3.04,7.2,6.17
Free State,Maize,Loam,563.3,25.8,26.4,154.5,34.4,3.33,9.3,6.79
Free State,Maize,Sandy,515.7,24.2,26.1,158.3,95.5,2.95,3.2,5.05
North West,Maize,Loam,569.1,21.2,34.9,142.6,121.5,1.98,24.5,6.82
Mpumalanga,Wheat,Sandy,680.5,25.9,37.9,176.3,191.9,4.45,9.7,4.02
Mpumalanga,Maize,Sandy Loam,593.3,20.0,29.8,78.0,94.7,4.58,5.2,5.81
Free State,Sunflower,Sandy Loam,275.3,17.7,14.6,108.0,55.5,2.55,3.3,1.13
KwaZulu-Natal,Maize,Sandy Loam,806.5,21.4,38.5,1.5,169.0,2.15,40.6,8.05
North West,Maize,Clay,708.3,22.0,32.3,45.3,308.2,2.74,27.2,7.49
Limpopo,Wheat,Loam,455.0,24.3,20.7,183.8,139.2,2.87,17.7,4.72
Limpopo,Wheat,Clay,373.6,23.7,22.8,103.8,250.9,2.67,22.7,3.79
North West,Maize,Loam,484.8,16.7,27.5,177.7,184.3,1.48,5.4,7.12
KwaZulu-Natal,Wheat,Loam,500.8,24.8,33.1,131.4,113.4,2.0,8.8,4.02
Free State,Soybean,Sandy,502.2,25.8,24.5,57.7,223.2,1.09,14.7,3.15
Limpopo,Soybean,Loam,341.5,22.6,11.2,60.9,114.2,3.39,1.3,2.81
KwaZulu-Natal,Sunflower,Sandy Loam,661.6,19.1,40.0,143.8,171.4,4.5,21.0,2.75
Free State,Soybean,Sandy,718.3,18.7,41.4,0.0,210.4,4.15,12.3,3.3
Limpopo,Sunflower,Sandy Loam,491.7,30.2,30.1,138.4,111.5,1.18,18.9,1.81
Mpumalanga,Sunflower,Loam,417.4,12.9,27.5,38.9,183.6,3.73,1.0,1.96
Free State,Sunflower,Clay,389.6,16.5,18.1,272.6,205.0,3.89,18.1,2.14
Limpopo,Soybean,Sandy Loam,497.6,19.3,33.3,72.2,202.7,3.85,47.0,2.96
Mpumalanga,Maize,Clay,358.1,20.8,17.4,61.8,195.3,4.5,66.0,4.29
Mpumalanga,Soybean,Loam,712.4,16.1,37.0,63.6,191.6,4.45,11.9,4.27
Limpopo,Sunflower,Loam,563.0,23.3,28.0,39.3,142.4,1.7,8.2,2.74
Limpopo,Soybean,Sandy Loam,450.7,28.7,16.1,82.3,133.5,5.82,1.0,2.08
North West,Wheat,Sandy Loam,570.7,20.2,28.9,25.3,169.0,4.42,38.2,3.05
North West,Maize,Sandy Loam,476.8,24.2,19.0,41.2,181.4,1.78,13.7,5.93
Mpumalanga,Soybean,Clay,492.0,25.2,33.4,191.4,103.0,2.5,8.4,3.27
Free State,Soybean,Loam,440.7,29.5,23.5,42.9,277.3,0.93,23.6,2.97
Limpopo,Sunflower,Sandy,562.5,16.7,28.6,139.2,195.8,2.49,12.5,2.74
Mpumalanga,Soybean,Sandy Loam,583.1,18.5,38.9,146.3,149.9,4.49,5.6,3.49
North West,Soybean,Clay,412.9,20.0,30.6,165.1,170.2,0.89,104.4,2.22
Limpopo,Sunflower,Clay,645.0,19.6,25.6,224.9,280.7,1.92,12.3,3.26
KwaZulu-Natal,Maize,Loam,575.1,23.5,30.5,47.1,213.5,0.69,1.6,7.17
KwaZulu-Natal,Wheat,Clay,399.1,16.0,15.2,198.7,219.1,1.55,22.5,3.92
Limpopo,Maize,Clay,794.4,20.7,33.9,83.6,165.4,0.99,4.1,7.14
Free State,Wheat,Loam,645.4,16.3,34.9,143.3,187.2,2.41,48.6,5.33
Free State,Soybean,Loam,750.7,23.3,,0.0,172.2,1.94,16.4,4.43
Free State,Soybean,Clay,502.9,23.5,32.1,125.7,147.3,2.67,31.4,3.3
Mpumalanga,Soybean,Loam,483.7,20.6,18.2,93.5,171.1,5.25,81.4,3.47
Free State,Maize,Sandy,648.0,20.3,47.1,62.7,201.6,1.77,35.9,5.94
Free State,Soybean,Loam,690.5,22.2,38.0,127.2,80.0,3.25,1.3,4.27
Limpopo,Soybean,Sandy,567.7,16.2,27.6,0.0,216.3,1.22,17.9,2.71
Limpopo,Wheat,Sandy,381.1,28.4,13.5,68.1,165.7,4.52,28.5,2.81
KwaZulu-Natal,Soybean,Sandy,736.7,28.5,41.8,0.0,151.1,0.12,48.0,4.26
Free State,Soybean,Clay,543.9,20.9,31.0,68.3,143.9,4.89,30.6,2.84
Mpumalanga,Sunflower,Clay,439.8,12.0,24.3,157.7,215.5,3.58,11.6,2.25
Free State,Sunflower,Sandy,416.8,24.7,22.4,159.5,162.5,4.94,33.3,1.12
Free State,Sunflower,Sandy Loam,366.8,22.3,27.6,126.1,190.0,4.97,1.0,1.76
Mpumalanga,Wheat,Loam,706.1,27.3,41.1,85.6,216.3,0.7,1.9,5.03
Limpopo,Soybean,Loam,382.0,20.7,17.1,65.6,139.2,5.4,12.4,2.12
KwaZulu-Natal,Sunflower,Sandy Loam,659.8,27.4,36.5,128.5,182.0,5.43,30.2,2.55
North West,Soybean,Clay,533.9,21.4,34.8,319.9,245.0,0.31,1.0,4.35
Limpopo,Soybean,Loam,293.7,23.1,6.2,113.4,316.7,3.58,15.6,3.16
KwaZulu-Natal,Wheat,Loam,657.4,24.1,31.0,281.8,162.0,2.74,41.1,5.53
Limpopo,Maize,Loam,467.7,15.4,23.2,0.0,179.5,3.37,27.5,6.33
North West,Maize,Clay,514.5,23.5,26.0,70.7,246.5,3.22,31.0,5.95
Limpopo,Wheat,Sandy,470.1,21.2,32.9,105.5,105.5,4.33,1.0,2.13
North West,Sunflower,Clay,749.6,26.6,36.5,76.7,201.1,1.83,1.4,3.39
Mpumalanga,Wheat,Sandy Loam,445.9,16.6,27.0,203.1,168.0,4.13,10.5,4.12
KwaZulu-Natal,Soybean,Sandy,549.3,23.3,33.0,342.1,203.4,2.47,27.8,3.94
Limpopo,Soybean,Clay,515.1,22.2,37.1,250.0,186.9,2.67,32.5,3.76
North West,Soybean,Sandy,722.5,23.0,40.9,27.4,256.1,0.58,33.8,4.51
Limpopo,Wheat,Clay,382.1,25.4,26.3,170.2,114.2,6.79,23.0,2.58
Mpumalanga,Wheat,Sandy,656.1,25.4,38.0,191.9,218.3,1.21,4.8,4.55
North West,Maize,Loam,498.8,22.0,24.0,54.4,139.6,5.7,17.0,6.41
North West,Sunflower,Sandy,584.4,21.8,26.7,189.5,118.2,0.38,2.7,2.76
Mpumalanga,Maize,Clay,648.7,21.8,40.7,72.9,108.8,0.71,3.5,6.21
KwaZulu-Natal,Maize,Sandy Loam,574.2,26.3,30.1,18.2,170.8,1.27,13.8,5.51
Free State,Maize,Loam,713.6,26.2,42.9,105.4,114.5,2.64,14.1,7.94
North West,Sunflower,Sandy,605.5,24.0,32.7,152.8,174.0,2.74,1.0,2.83
Limpopo,Soybean,Loam,414.4,21.7,23.4,258.5,229.1,1.2,111.6,3.87
Limpopo,Maize,Loam,474.0,19.0,23.4,84.1,162.9,5.26,107.0,6.82
Free State,Wheat,Sandy,610.7,18.8,36.8,55.8,232.5,0.95,11.2,3.73
Mpumalanga,Maize,Loam,520.5,19.9,28.4,227.6,188.6,1.85,13.2,7.84
Mpumalanga,Sunflower,Clay,504.8,22.3,31.8,0.0,99.7,1.06,5.3,1.95
Free State,Sunflower,Sandy,599.4,22.5,42.6,6.6,121.6,2.98,7.8,1.98
Mpumalanga,Soybean,Sandy Loam,430.2,15.1,19.9,240.4,187.8,3.79,1.4,3.23
Mpumalanga,Soybean,Sandy,548.9,22.6,27.0,259.9,346.1,2.91,7.1,4.01
Mpumalanga,Sunflower,Sandy Loam,655.5,29.5,31.1,139.7,161.1,1.66,13.0,2.9
Limpopo,Wheat,Clay,501.5,21.7,32.2,233.1,157.0,3.08,13.3,3.8
North West,Maize,Sandy,373.9,19.2,26.0,66.1,233.9,2.34,52.9,4.39
KwaZulu-Natal,Wheat,Sandy Loam,505.9,22.9,25.1,81.3,206.0,3.36,41.6,3.34
Limpopo,Sunflower,Loam,559.6,18.0,36.0,28.5,252.6,1.35,4.0,2.51
Limpopo,Sunflower,Sandy,908.3,26.1,50.1,200.6,223.4,5.39,1.9,4.19
Mpumalanga,Maize,Loam,441.5,24.3,21.4,210.5,239.0,3.1,35.9,7.01
Mpumalanga,Wheat,Clay,665.3,19.8,36.9,75.7,20.0,3.65,48.0,3.4
Free State,Wheat,Sandy Loam,514.6,20.6,29.5,0.2,147.9,3.47,31.3,2.95
Mpumalanga,Maize,Loam,589.2,25.6,27.0,159.7,168.0,1.23,68.8,7.2
Free State,Sunflower,Sandy,617.8,14.4,35.6,206.7,260.2,1.51,68.2,2.98
Free State,Sunflower,Clay,580.8,24.8,37.9,137.6,335.0,3.09,52.5,3.09
North West,Sunflower,Sandy,370.4,26.2,17.3,0.0,130.0,2.09,16.8,1.05
Free State,Sunflower,Sandy,390.1,30.3,26.1,156.7,213.3,2.09,18.3,1.29
North West,Soybean,Loam,540.6,22.8,33.5,193.9,185.1,1.18,1.0,4.18
KwaZulu-Natal,Sunflower,Sandy,557.6,27.2,28.1,53.2,131.4,0.94,2.7,2.05
North West,Wheat,Loam,241.8,30.2,10.8,161.5,199.3,1.08,5.7,3.7
Mpumalanga,Sunflower,Clay,569.6,21.5,26.9,65.0,151.5,0.85,3.8,2.52
Free State,Sunflower,Clay,471.7,32.8,19.5,138.6,261.6,2.18,3.1,1.92
KwaZulu-Natal,Soybean,Loam,642.1,20.6,34.9,117.7,165.9,0.98,77.6,4.32
Mpumalanga,Sunflower,Sandy Loam,695.7,18.5,37.9,67.4,78.8,2.71,40.6,2.38
Mpumalanga,Maize,Sandy,397.3,24.3,19.2,27.7,235.7,3.42,37.9,4.92
North West,Maize,Clay,270.8,13.5,9.7,0.0,181.4,5.74,32.7,2.79
Free State,Soybean,Sandy,551.4,24.3,29.7,51.4,232.9,2.34,20.0,3.56
Free State,Soybean,Loam,718.4,28.8,38.3,10.8,20.5,1.32,27.8,3.2
Mpumalanga,Wheat,Sandy Loam,848.6,17.6,51.4,87.7,227.2,3.39,31.3,5.43
Limpopo,Maize,Loam,341.6,19.0,23.9,51.6,184.4,5.07,1.0,5.09
Limpopo,Sunflower,Sandy Loam,612.2,23.5,30.8,211.3,45.3,4.82,67.7,2.51
Limpopo,Maize,Loam,795.4,26.0,40.2,103.0,241.1,1.41,28.7,8.65
Free State,Sunflower,Loam,625.3,24.5,38.1,52.2,366.8,2.02,7.1,4.15
KwaZulu-Natal,Sunflower,Sandy Loam,744.0,22.7,49.0,61.6,190.5,3.35,77.5,2.93
North West,Maize,Sandy Loam,628.8,22.3,27.5,178.1,233.8,2.13,61.9,7.0
KwaZulu-Natal,Maize,Sandy,618.4,24.1,38.9,229.0,278.3,2.31,7.7,6.48
Free State,Soybean,Clay,731.2,18.6,49.7,0.0,201.5,1.39,19.9,4.06
Free State,Soybean,Clay,751.3,20.5,32.6,62.5,181.2,1.02,3.4,4.41
Free State,Sunflower,Loam,498.6,19.7,31.9,0.0,230.6,3.13,17.0,2.66
Mpumalanga,Soybean,Sandy,433.4,27.4,32.4,284.4,185.1,0.43,1.0,3.44
KwaZulu-Natal,Wheat,Sandy Loam,898.7,16.0,,130.1,146.6,5.73,6.5,5.29
KwaZulu-Natal,Wheat,Clay,602.7,19.3,38.0,160.1,184.1,2.55,18.2,4.19
Limpopo,Soybean,Clay,396.3,17.0,23.6,113.6,260.0,2.23,4.5,2.8
Free State,Maize,Sandy Loam,528.8,25.4,23.4,98.3,171.7,3.02,46.0,6.31
North West,Soybean,Sandy Loam,510.3,20.8,30.4,154.1,188.3,1.49,32.5,3.35
Mpumalanga,Maize,Sandy Loam,451.1,24.2,,192.3,196.4,2.48,3.1,5.91
Free State,Sunflower,Clay,447.6,24.6,35.8,51.8,199.5,3.51,17.1,1.98
KwaZulu-Natal,Wheat,Loam,424.4,25.0,22.3,0.0,230.1,1.47,20.2,4.0
Limpopo,Maize,Loam,693.2,18.0,44.7,40.1,195.4,0.19,1.0,8.07
North West,Maize,Sandy Loam,483.1,22.0,29.6,140.3,228.2,1.62,31.7,6.2
Free State,Soybean,Loam,423.9,18.9,25.3,169.6,88.7,1.73,21.8,3.91
North West,Soybean,Clay,674.1,12.9,40.5,74.3,303.7,2.33,23.2,4.24
Mpumalanga,Wheat,Sandy,487.3,20.2,35.5,121.1,108.1,2.72,42.6,3.09
KwaZulu-Natal,Soybean,Loam,479.0,20.6,27.1,225.0,276.5,2.79,13.1,3.73
KwaZulu-Natal,Sunflower,Loam,657.0,20.9,40.2,104.3,210.6,2.21,50.1,2.94
North West,Wheat,Clay,469.2,19.1,23.5,60.9,112.0,0.26,56.0,3.05
North West,Wheat,Sandy,725.4,20.7,36.5,178.7,127.9,2.08,18.7,3.8
KwaZulu-Natal,Sunflower,Clay,654.8,31.9,27.7,57.3,278.0,0.82,13.4,2.05
Mpumalanga,Soybean,Loam,401.2,17.7,18.9,192.8,261.8,4.04,15.4,4.17
Limpopo,Soybean,Sandy,634.3,24.7,36.0,140.6,121.2,1.34,8.6,3.24
Free State,Soybean,Loam,735.1,26.0,39.3,119.3,189.4,2.36,30.8,4.26
Mpumalanga,Sunflower,Sandy,522.6,25.8,29.5,119.3,192.6,1.49,8.5,1.76
North West,Maize,Clay,630.5,22.9,30.5,80.2,251.6,2.15,92.3,6.81
Mpumalanga,Soybean,Sandy Loam,504.2,26.9,28.1,76.1,183.1,1.5,22.2,3.16
Limpopo,Maize,Clay,388.1,26.0,23.2,148.4,125.2,3.89,9.5,4.18
Limpopo,Sunflower,Sandy,508.8,19.6,26.6,93.8,182.5,1.75,37.2,1.92
Free State,Sunflower,Sandy Loam,555.9,26.9,27.0,131.8,183.2,2.58,1.5,2.95
Mpumalanga,Soybean,Sandy Loam,500.1,25.7,26.3,17.5,207.8,0.95,22.4,3.62
Mpumalanga,Wheat,Loam,496.7,17.5,21.5,207.4,310.6,0.59,59.9,5.52
KwaZulu-Natal,Sunflower,Loam,444.4,19.8,29.9,53.2,121.1,0.98,10.0,2.1
KwaZulu-Natal,Maize,Sandy Loam,471.0,20.2,30.1,63.2,134.1,2.62,5.8,5.73
Limpopo,Maize,Sandy Loam,868.2,21.2,54.6,160.2,20.0,3.08,28.5,8.21
North West,Soybean,Clay,665.1,24.7,32.0,80.4,100.0,3.79,35.2,3.38
North West,Sunflower,Sandy Loam,347.5,28.2,11.9,84.7,199.2,1.61,9.7,2.27
Limpopo,Sunflower,Sandy Loam,457.4,21.7,30.8,56.1,62.2,3.94,8.6,1.56
Limpopo,Wheat,Clay,597.9,21.3,28.1,144.0,175.8,4.38,9.6,3.33
KwaZulu-Natal,Soybean,Clay,517.4,25.6,29.7,98.3,216.7,3.72,47.4,2.77
North West,Sunflower,Sandy,655.5,23.9,28.8,81.3,189.9,4.82,73.4,2.24
Free State,Wheat,Clay,819.9,25.0,48.1,86.4,164.9,2.07,11.8,5.01
KwaZulu-Natal,Sunflower,Sandy,594.9,19.6,26.8,180.0,201.9,1.05,2.0,3.16
North West,Wheat,Sandy Loam,391.7,20.8,26.1,255.1,106.1,5.19,19.3,3.55
North West,Maize,Sandy Loam,574.8,31.1,28.8,171.2,193.8,2.2,15.8,6.2
Free State,Wheat,Loam,581.5,21.1,30.5,281.4,203.9,2.38,17.2,4.83
KwaZulu-Natal,Wheat,Clay,501.5,22.1,24.4,135.6,218.7,4.34,8.8,3.08
KwaZulu-Natal,Soybean,Sandy,727.9,27.4,38.4,59.7,146.8,1.99,6.8,3.53
Free State,Wheat,Sandy Loam,527.9,15.1,39.1,100.5,201.2,1.76,9.9,3.99
Mpumalanga,Maize,Sandy Loam,590.5,20.7,32.0,57.2,270.1,2.52,34.9,6.68
Mpumalanga,Wheat,Sandy Loam,409.0,23.7,21.8,146.2,283.0,3.3,67.8,3.81
KwaZulu-Natal,Sunflower,Sandy Loam,552.1,25.5,27.7,23.0,166.6,3.01,9.6,2.7
North West,Maize,Sandy,514.5,22.5,33.7,283.9,179.9,0.82,58.8,5.76
KwaZulu-Natal,Soybean,Clay,756.8,19.6,36.7,120.6,176.7,0.39,6.5,4.27
KwaZulu-Natal,Sunflower,Loam,555.8,13.6,40.7,222.7,250.8,1.67,67.4,3.51
Mpumalanga,Sunflower,Loam,626.3,21.7,41.9,91.0,67.4,3.27,1.8,2.59
KwaZulu-Natal,Sunflower,Sandy,624.1,23.0,31.3,89.9,188.4,3.46,2.9,2.32
Free State,Maize,Clay,641.9,22.2,33.3,0.0,143.8,3.38,42.8,5.27
KwaZulu-Natal,Sunflower,Clay,590.1,17.6,29.0,0.0,188.1,0.43,101.9,2.88
Limpopo,Wheat,Sandy Loam,467.8,21.0,25.2,70.9,190.0,3.73,4.0,3.27
Limpopo,Maize,Sandy,833.4,26.5,39.2,161.8,297.0,6.04,46.2,7.01
Free State,Maize,Sandy,580.3,25.8,33.1,180.4,286.9,2.72,8.7,6.72
North West,Soybean,Loam,384.1,20.2,21.1,161.3,231.2,1.91,1.0,3.17
Free State,Wheat,Sandy Loam,846.2,16.5,44.2,134.7,350.0,1.92,21.3,6.28
Limpopo,Sunflower,Sandy,496.6,22.1,24.7,202.6,110.5,1.13,28.1,7.17
Free State,Sunflower,Sandy Loam,771.7,22.8,44.9,53.6,148.1,0.81,12.4,3.43
Limpopo,Maize,Sandy,426.8,17.5,24.7,173.8,199.7,1.19,2.0,4.32
KwaZulu-Natal,Sunflower,Sandy,652.6,22.1,38.4,156.1,300.0,3.7,1.0,3.52
Limpopo,Soybean,Loam,416.7,26.8,26.6,167.6,303.5,0.65,15.8,4.89
KwaZulu-Natal,Soybean,Clay,570.7,16.9,23.0,91.9,292.0,1.45,5.0,3.92
Limpopo,Soybean,Loam,479.5,18.7,32.6,327.8,204.7,2.26,14.1,4.34
KwaZulu-Natal,Maize,Clay,602.9,19.4,34.6,48.3,124.4,0.48,7.4,5.82
Limpopo,Wheat,Sandy,598.2,28.9,28.1,119.5,152.5,2.03,23.6,3.7
North West,Sunflower,Clay,575.0,16.5,31.6,207.3,244.9,5.07,51.3,2.08
Mpumalanga,Maize,Sandy Loam,448.8,22.8,27.1,92.3,154.2,2.27,6.0,5.87
Free State,Soybean,Sandy,926.1,23.8,51.3,35.0,299.5,1.74,66.6,5.41
North West,Wheat,Sandy Loam,610.5,24.8,39.2,44.8,221.9,2.63,32.1,4.56
Mpumalanga,Sunflower,Sandy Loam,478.4,22.0,28.6,186.7,87.3,1.01,5.3,2.51
Mpumalanga,Maize,Loam,452.8,21.8,20.3,138.3,213.1,1.0,7.4,7.1
North West,Wheat,Sandy Loam,844.1,24.1,42.2,146.1,227.7,1.3,1.4,5.97
Free State,Wheat,Sandy Loam,226.9,27.8,,158.9,217.4,0.61,19.1,2.88
Mpumalanga,Maize,Clay,814.3,18.2,45.0,131.1,306.9,1.0,4.8,7.94
Mpumalanga,Maize,Sandy,704.5,23.5,39.4,139.1,213.5,0.42,16.0,6.78
North West,Maize,Sandy,493.9,21.8,27.9,207.5,206.8,3.8,55.1,5.68
KwaZulu-Natal,Soybean,Sandy,529.8,16.3,28.3,96.7,238.1,1.48,10.1,2.61
Limpopo,Wheat,Sandy Loam,486.3,19.0,36.4,105.9,199.0,1.87,5.3,4.11
Free State,Sunflower,Loam,463.8,22.4,25.3,242.6,155.0,1.07,51.2,3.44
Limpopo,Sunflower,Loam,446.2,24.6,15.1,136.2,181.3,2.76,20.3,2.56
Mpumalanga,Sunflower,Clay,807.3,18.1,42.3,162.8,114.4,3.08,29.2,2.61
Free State,Maize,Sandy,415.7,22.2,27.6,171.7,150.6,1.82,14.4,5.05
Limpopo,Sunflower,Clay,305.8,19.2,14.2,132.6,206.0,1.0,65.9,2.04
Free State,Sunflower,Clay,456.2,27.8,28.4,138.2,332.5,4.32,4.5,2.17
Mpumalanga,Maize,Loam,709.4,23.9,43.9,18.8,136.4,3.82,7.1,7.05
Limpopo,Wheat,Loam,682.5,21.0,38.0,57.1,182.2,2.05,26.1,4.73
Free State,Maize,Sandy Loam,238.6,24.5,11.0,246.5,260.6,2.1,8.5,5.32
Limpopo,Maize,Sandy,311.9,26.6,15.2,5.4,312.6,3.31,4.5,3.92
Limpopo,Maize,Loam,419.4,19.5,24.5,74.7,159.3,1.37,1.5,6.25
Limpopo,Sunflower,Sandy Loam,412.3,27.2,23.4,69.9,252.9,1.93,48.2,1.65
North West,Wheat,Clay,371.1,23.2,19.5,23.2,164.2,3.69,21.0,2.35
Mpumalanga,Soybean,Clay,534.8,20.4,22.8,179.6,214.5,1.58,13.1,3.89
Mpumalanga,Sunflower,Sandy Loam,600.5,22.1,24.3,14.7,164.2,2.98,22.9,2.64
KwaZulu-Natal,Maize,Loam,671.1,16.9,29.8,0.0,159.5,1.63,17.0,7.18
Mpumalanga,Sunflower,Sandy,767.3,18.2,49.0,121.3,161.4,4.87,16.9,2.79
Mpumalanga,Maize,Clay,500.8,24.5,24.3,117.7,225.7,1.44,41.0,6.46
Free State,Sunflower,Sandy,681.3,26.8,30.5,0.0,213.2,1.15,1.0,2.18
KwaZulu-Natal,Maize,Loam,380.1,23.3,22.7,87.6,209.7,1.99,3.2,7.18
Mpumalanga,Wheat,Sandy,595.3,20.4,26.3,224.1,157.7,3.09,53.0,4.0
North West,Sunflower,Sandy Loam,769.0,24.3,41.0,110.1,189.2,2.08,40.8,3.87
KwaZulu-Natal,Soybean,Sandy Loam,645.0,27.1,34.0,237.3,161.1,2.62,8.0,3.86
Mpumalanga,Sunflower,Sandy Loam,497.6,18.9,32.3,192.1,118.8,1.76,13.0,2.67
Mpumalanga,Maize,Loam,454.2,29.3,,33.0,132.8,1.27,56.1,6.34
North West,Wheat,Sandy,548.8,27.7,33.0,162.3,161.7,3.0,51.9,3.47
Mpumalanga,Sunflower,Sandy Loam,628.6,21.8,35.7,84.2,140.9,1.11,14.5,2.93
North West,Sunflower,Sandy,454.1,19.8,27.2,32.0,254.1,3.9,12.6,1.71
Mpumalanga,Sunflower,Loam,634.6,20.8,28.5,44.2,190.4,4.24,75.6,3.14
Mpumalanga,Soybean,Sandy,457.5,25.9,24.1,207.9,256.5,2.72,2.2,3.03
Free State,Soybean,Clay,349.4,24.1,21.5,110.1,222.0,0.86,3.4,1.96
Mpumalanga,Sunflower,Sandy,518.3,19.7,19.1,140.8,148.5,1.07,1.0,2.19
Free State,Soybean,Loam,625.6,18.3,32.1,145.7,338.4,5.39,52.1,3.86
Mpumalanga,Wheat,Loam,320.8,23.7,11.8,54.3,166.3,3.99,39.6,3.31
North West,Wheat,Clay,420.9,24.6,15.9,0.0,288.8,2.51,41.0,3.91
Mpumalanga,Soybean,Clay,731.9,25.3,35.1,57.5,96.2,2.1,11.3,3.5
Limpopo,Wheat,Loam,695.5,19.6,40.3,239.4,106.9,1.91,66.8,5.1
Mpumalanga,Wheat,Sandy,412.4,19.0,25.1,66.9,151.0,2.57,20.7,2.27
Mpumalanga,Maize,Loam,394.8,20.4,17.7,22.2,205.0,3.89,13.8,5.19
Limpopo,Sunflower,Loam,595.9,23.9,34.9,57.5,253.4,0.69,22.3,3.68
Free State,Soybean,Clay,511.3,26.4,21.8,234.0,209.5,3.63,1.8,3.58
Mpumalanga,Sunflower,Sandy Loam,931.1,15.5,55.3,0.0,95.2,1.38,17.9,3.45
KwaZulu-Natal,Maize,Sandy Loam,619.0,18.6,33.7,87.8,219.7,0.53,36.1,7.41
KwaZulu-Natal,Wheat,Loam,739.0,22.3,32.4,54.6,157.8,2.37,3.5,4.6
Limpopo,Wheat,Sandy,648.1,21.5,43.7,100.7,187.3,3.55,15.5,3.73
Mpumalanga,Maize,Sandy,656.1,17.8,38.4,114.3,196.1,1.49,10.7,6.18
KwaZulu-Natal,Maize,Sandy,696.6,21.0,36.6,0.0,194.7,4.42,24.1,5.02
Mpumalanga,Sunflower,Loam,363.7,18.0,21.8,3.8,156.7,6.37,47.9,1.36
North West,Soybean,Sandy Loam,294.8,21.1,6.8,201.4,69.5,4.11,47.4,1.83
Limpopo,Soybean,Loam,698.7,13.7,39.9,116.9,191.6,3.18,37.3,4.92
KwaZulu-Natal,Soybean,Sandy,611.6,29.9,32.5,187.4,152.2,1.02,51.3,2.12
Limpopo,Sunflower,Sandy Loam,535.8,22.1,21.3,72.7,173.0,4.32,29.2,2.63
Free State,Soybean,Loam,580.1,19.4,28.9,265.3,200.3,0.47,81.9,4.57
KwaZulu-Natal,Maize,Loam,622.7,20.9,36.1,128.1,142.1,2.27,38.1,7.29
Limpopo,Maize,Sandy Loam,386.6,25.3,21.2,48.2,226.6,1.77,15.8,5.28
